trip_duration_sec,trip_duration_min,trip_duration_hr,distance_traveled_Km,KPH,wait_time_cost,distance_cost,fare_w_flag,tip,miscellaneous_fees,total_fare_new,num_of_passengers,surge_applied
506,8.43,0.1405,1.5,10.67615658,3.36,2.33,8.39,0,6,14.39,1,FALSE
216,3.6,6.00E-02,1.4,23.33333333,1.44,2.17,6.31,8,5.5,19.81,1,FALSE
255,4.25,7.08E-02,1.24,17.50588235,1.7,1.93,6.33,11,5.88,23.21,1,FALSE
475,7.92,0.132,1.22,9.242424242,3.16,1.9,7.76,0,6,13.76,1,FALSE
664,11.07,0.1845,3.49,18.91598916,4.41,5.42,12.53,15,6,33.53,1,FALSE
905,15.08,0.251333333,4.1,16.31299735,6.02,6.37,15.09,0,6,21.09,1,FALSE
488,8.13,0.1355,2.22,16.38376384,3.24,3.45,9.39,0,6,15.39,1,FALSE
351,5.85,9.75E-02,1.72,17.64102564,2.33,2.67,7.7,14,9.4,31.1,1,FALSE
1094,18.23,0.303833333,10.64,35.01919912,7.27,16.53,26.5,0,26.63,53.13,1,TRUE
745,12.42,0.207,6.21,30,4.95,9.65,17.3,26,29.95,73.25,1,TRUE
846,14.1,0.235,4.63,19.70212766,5.63,7.19,15.52,23,26.95,65.47,1,TRUE
549,9.15,0.1525,3.93,25.7704918,3.65,6.1,12.45,11,6.25,29.7,2,FALSE
1474,24.57,0.4095,13.49,32.94261294,9.8,20.96,33.46,0,34.13,67.59,1,TRUE
1137,18.95,0.315833333,13.24,41.92084433,7.56,20.57,30.83,39,6.45,76.28,1,FALSE
590,9.83,0.163833333,2.35,14.34384537,3.92,3.65,10.27,24,34.58,68.85,1,TRUE
2346,39.1,0.651666667,15.18,23.29411765,15.6,23.58,41.88,0,26.63,68.51,1,TRUE
560,9.33,0.1555,2.41,15.49839228,3.72,3.74,10.16,0,6,16.16,1,FALSE
907,15.12,0.252,2.9,11.50793651,6.03,4.5,13.23,23,26.2,62.43,1,TRUE
593,9.88,0.164666667,3.98,24.17004049,3.94,6.18,12.82,30,27.08,69.9,1,TRUE
1293,21.55,0.359166667,7.6,21.16009281,8.6,11.81,23.11,27,6.45,56.56,5,FALSE
600,10,0.166666667,2.8,16.8,3.99,4.35,11.04,15,10.2,36.24,1,FALSE
1948,32.47,0.541166667,5.42,10.01539883,12.95,8.42,24.07,30,34.13,88.2,1,TRUE
684,11.4,0.19,1.95,10.26315789,4.55,3.03,10.28,0,13.5,23.78,1,FALSE
748,12.47,0.207833333,3.54,17.03287891,4.97,5.5,13.17,15,6,34.17,1,FALSE
2697,44.95,0.749166667,12.73,16.99221357,17.93,19.78,40.41,56,26.95,123.36,1,TRUE
587,9.78,0.163,2.59,15.88957055,3.9,4.02,10.62,0,6,16.62,1,FALSE
426,7.1,0.118333333,1.32,11.15492958,2.83,2.05,7.58,12,13.2,32.78,1,FALSE
1603,26.72,0.445333333,6.24,14.01197605,10.66,9.69,23.05,29,5.95,58,1,FALSE
1315,21.92,0.365333333,7.11,19.46167883,8.74,11.04,22.48,0,6,28.48,1,FALSE
345,5.75,0.095833333,2.11,22.0173913,2.29,3.28,8.27,0,6,14.27,1,FALSE
4694,78.23,1.303833333,24.62,18.88278154,31.21,38.25,72.16,0,34.13,106.29,1,TRUE
750,12.5,0.208333333,2.32,11.136,4.99,3.6,11.29,0,6,17.29,1,FALSE
305,5.08,8.47E-02,1.29,15.23622047,2.03,2,6.73,13,9.5,29.23,1,FALSE
2017,33.62,0.560333333,7.72,13.77751338,13.41,11.99,28.1,49,26.45,103.55,1,TRUE
356,5.93,9.88E-02,1.72,17.40303541,2.37,2.67,7.74,12,13.2,32.94,1,FALSE
200,3.33,5.55E-02,0.82,14.77477477,1.33,1.27,5.3,0,6,11.3,1,FALSE
1326,22.1,0.368333333,17.08,46.37104072,8.82,26.53,38.05,48,6.45,92.5,1,FALSE
648,10.8,0.18,1.27,7.055555556,4.31,1.97,8.98,15,13.2,37.18,1,FALSE
402,6.7,0.111666667,1.32,11.82089552,2.67,2.05,7.42,0,13.5,20.92,1,FALSE
467,7.78,0.129666667,1.08,8.329048843,3.11,1.68,7.49,0,2.25,9.74,2,FALSE
794,13.23,0.2205,2.25,10.20408163,5.28,3.5,11.48,0,6,17.48,1,FALSE
1131,18.85,0.314166667,10.53,33.51724138,7.52,16.36,26.58,33,5.7,65.28,1,FALSE
1095,18.25,0.304166667,13.62,44.77808219,7.28,21.16,31.14,72,22.95,126.09,1,TRUE
1646,27.43,0.457166667,10.04,21.96135618,10.94,15.6,29.24,38,9.7,76.94,1,FALSE
1046,17.43,0.2905,4.06,13.97590361,6.95,6.31,15.96,0,9.75,25.71,1,FALSE
946,15.77,0.262833333,2.99,11.37603044,6.29,4.64,13.63,38,13,64.63,1,FALSE
576,9.6,0.16,4.31,26.9375,3.83,6.7,13.23,0,6,19.23,1,FALSE
916,15.27,0.2545,3.15,12.37721022,6.09,4.89,13.68,19,13.7,46.38,1,FALSE
1736,28.93,0.482166667,8.55,17.73245766,11.54,13.28,27.52,34,6.2,67.72,2,FALSE
1975,32.92,0.548666667,11.94,21.7618469,13.13,18.55,34.38,42,5.7,82.08,1,FALSE
235,3.92,6.53E-02,1.43,21.8877551,1.56,2.22,6.48,0,13.5,19.98,1,FALSE
524,8.73,0.1455,3.06,21.03092784,3.48,4.75,10.93,22,9.8,42.73,1,FALSE
458,7.63,0.127166667,1.66,13.05373526,3.05,2.58,8.33,0,13.5,21.83,1,FALSE
915,15.25,0.254166667,3.07,12.07868852,6.08,4.77,13.55,29,13.3,55.85,1,FALSE
484,8.07,0.1345,2.11,15.68773234,3.22,3.28,9.2,0,6,15.2,1,FALSE
295,4.92,8.20E-02,1.09,13.29268293,1.96,1.69,6.35,14,34.45,54.8,1,TRUE
979,16.32,0.272,6.28,23.08823529,6.51,9.76,18.97,29,26.88,74.85,1,TRUE
796,13.27,0.221166667,9.33,42.18538056,5.29,14.49,22.48,29,9.63,61.11,1,FALSE
2365,39.42,0.657,7.72,11.75038052,15.72,11.99,30.41,11,26.5,67.91,1,TRUE
575,9.58,0.159666667,2.62,16.4091858,3.82,4.07,10.59,14,5.95,30.54,1,FALSE
1054,17.57,0.292833333,3.25,11.09846329,7.01,5.05,14.76,0,13.5,28.26,1,FALSE
318,5.3,8.83E-02,1.61,18.22641509,2.11,2.5,7.31,17,26.58,50.89,1,TRUE
1295,21.58,0.359666667,9.35,25.99629286,8.61,14.52,25.83,0,9.75,35.58,1,FALSE
688,11.47,0.191166667,2.27,11.8744551,4.57,3.53,10.8,15,5.7,31.5,1,FALSE
205,3.42,5.70E-02,1.29,22.63157895,1.36,2,6.06,11,9.63,26.69,1,FALSE
2272,37.87,0.631166667,7.48,11.85106945,15.11,11.62,29.43,55,83.15,167.58,1,TRUE
780,13,0.216666667,3.14,14.49230769,5.19,4.88,12.77,26,26.95,65.72,6,TRUE
229,3.82,6.37E-02,0.8,12.56544503,1.52,1.24,5.46,0,9.75,15.21,1,FALSE
1040,17.33,0.288833333,5.47,18.93825736,6.91,8.5,18.11,0,6,24.11,1,FALSE
550,9.17,0.152833333,2.35,15.37622683,3.66,3.65,10.01,0,6,16.01,1,FALSE
2988,49.8,0.83,33.14,39.92771084,19.87,51.48,74.05,0,88.88,162.93,6,FALSE
293,4.88,8.13E-02,1.43,17.58196721,1.95,2.22,6.87,0,6,12.87,1,FALSE
1526,25.43,0.423833333,8.84,20.85725521,10.15,13.73,26.58,15,34.13,75.71,5,TRUE
532,8.87,0.147833333,2.09,14.13754228,3.54,3.25,9.49,12,6.45,27.94,2,FALSE
1459,24.32,0.405333333,10.06,24.81907895,9.7,15.63,28.03,39,30.45,97.48,1,TRUE
731,12.18,0.203,3.19,15.71428571,4.86,4.96,12.52,20,6.25,38.77,1,FALSE
591,9.85,0.164166667,8.95,54.5177665,3.93,13.9,20.53,14,9.48,44.01,1,FALSE
222,3.7,6.17E-02,0.63,10.21621622,1.48,0.98,5.16,0,6,11.16,1,FALSE
766,12.77,0.212833333,3.77,17.71339076,5.09,5.86,13.65,0,26.63,40.28,1,TRUE
1237,20.62,0.343666667,5.2,15.13094083,8.22,8.08,19,31,5.6,55.6,1,FALSE
1058,17.63,0.293833333,8.69,29.57458877,7.03,13.5,23.23,30,13.95,67.18,1,FALSE
682,11.37,0.1895,2.41,12.7176781,4.53,3.74,10.97,15,6.45,32.42,1,FALSE
569,9.48,0.158,7.56,47.84810127,3.78,11.74,18.22,31,26.75,75.97,1,TRUE
192,3.2,5.33E-02,1.06,19.875,1.28,1.65,5.63,9,13.95,28.58,1,FALSE
861,14.35,0.239166667,2.88,12.04181185,5.72,4.47,12.89,18,5.7,36.59,1,FALSE
981,16.35,0.2725,4.83,17.72477064,6.52,7.5,16.72,25,26.45,68.17,1,TRUE
1290,21.5,0.358333333,0.58,1.618604651,8.58,0.9,12.18,19,26.23,57.41,1,TRUE
644,10.73,0.178833333,2.59,14.48275862,4.28,4.02,11,9,6,26,1,FALSE
491,8.18,0.136333333,2.8,20.53789731,3.26,4.35,10.31,17,10.15,37.46,1,FALSE
1304,21.73,0.362166667,5.97,16.48412333,8.67,9.27,20.64,0,13.5,34.14,6,FALSE
673,11.22,0.187,2.91,15.56149733,4.47,4.52,11.69,17,13.45,42.14,1,FALSE
899,14.98,0.249666667,3.85,15.42056075,5.98,5.98,14.66,20,13.45,48.11,1,FALSE
1104,18.4,0.306666667,3.83,12.48913043,7.34,5.95,15.99,25,26.45,67.44,1,TRUE
583,9.72,0.162,2.06,12.71604938,3.88,3.2,9.78,20,5.8,35.58,1,FALSE
853,14.22,0.237,3.2,13.5021097,5.67,4.97,13.34,0,6,19.34,1,FALSE
1394,23.23,0.387166667,9.04,23.34911752,9.27,14.04,26.01,38,26.2,90.21,1,TRUE
429,7.15,0.119166667,1.72,14.43356643,2.85,2.67,8.22,0,6,14.22,1,FALSE
421,7.02,0.117,1.9,16.23931624,2.8,2.95,8.45,11,5.95,25.4,2,FALSE
724,12.07,0.201166667,10.54,52.3943662,4.81,16.37,23.88,40,55.4,119.28,1,FALSE
173,2.88,4.80E-02,1.06,22.08333333,1.15,1.65,5.5,0,9.75,15.25,1,FALSE
1958,32.63,0.543833333,8.63,15.86883236,13.02,13.41,29.13,61,26.52,116.65,1,TRUE
913,15.22,0.253666667,6.92,27.27989488,6.07,10.75,19.52,24,13.88,57.4,1,FALSE
557,9.28,0.154666667,2.77,17.90948276,3.7,4.3,10.7,14,5.95,30.65,1,FALSE
905,15.08,0.251333333,3.06,12.17506631,6.02,4.75,13.47,18,10.2,41.67,1,FALSE
1125,18.75,0.3125,2.69,8.608,7.48,4.18,14.36,25,26.45,65.81,1,TRUE
801,13.35,0.2225,6.13,27.5505618,5.33,9.52,17.55,37,26.83,81.38,1,TRUE
1794,29.9,0.498333333,10.2,20.46822742,11.93,15.85,30.48,42,26.7,99.18,1,TRUE
2206,36.77,0.612833333,11.83,19.30378026,14.67,18.38,35.75,0,6,41.75,1,FALSE
1974,32.9,0.548333333,10.3,18.78419453,13.13,16,31.83,15,26.63,73.46,1,TRUE
390,6.5,0.108333333,2.16,19.93846154,2.59,3.36,8.65,12,13.95,34.6,1,FALSE
356,5.93,9.88E-02,1.17,11.8381113,2.37,1.82,6.89,0,6,12.89,1,FALSE
369,6.15,0.1025,1.77,17.26829268,2.45,2.75,7.9,0,6,13.9,2,FALSE
775,12.92,0.215333333,3.11,14.44272446,5.15,4.83,12.68,0,9.75,22.43,1,FALSE
597,9.95,0.165833333,3.27,19.71859296,3.97,5.08,11.75,0,6,17.75,1,FALSE
904,15.07,0.251166667,4.86,19.34970139,6.01,7.55,16.26,19,29.98,65.24,1,TRUE
1295,21.58,0.359666667,3.19,8.869323448,8.61,4.96,16.27,23,5.95,45.22,1,FALSE
948,15.8,0.263333333,4.2,15.94936709,6.3,6.52,15.52,26,34.45,75.97,1,TRUE
1000,16.67,0.277833333,3.86,13.89322136,6.65,6,15.35,0,13.5,28.85,1,FALSE
825,13.75,0.229166667,5.42,23.65090909,5.49,8.42,16.61,25,30.2,71.81,1,TRUE
501,8.35,0.139166667,1.32,9.48502994,3.33,2.05,8.08,0,6,14.08,1,FALSE
278,4.63,7.72E-02,1.19,15.42116631,1.85,1.85,6.4,12,5.85,24.25,1,FALSE
280,4.67,7.78E-02,1.3,16.70235546,1.86,2.02,6.58,10,9.95,26.53,1,FALSE
371,6.18,0.103,1.79,17.37864078,2.47,2.78,7.95,16,6.43,30.38,1,FALSE
1269,21.15,0.3525,10.98,31.14893617,8.44,17.06,28.2,51,26.33,105.53,1,TRUE
851,14.18,0.236333333,3.65,15.44428773,5.66,5.67,14.03,0,9.75,23.78,6,FALSE
1192,19.87,0.331166667,7.56,22.8283845,7.93,11.74,22.37,15,6,43.37,1,FALSE
442,7.37,0.122833333,2.09,17.01492537,2.94,3.25,8.89,0,6,14.89,1,FALSE
3834,63.9,1.065,14.16,13.29577465,25.49,22,50.19,0,26.63,76.82,2,TRUE
1955,32.58,0.543,29.63,54.56721915,13,46.03,61.73,0,55.13,116.86,1,FALSE
1542,25.7,0.428333333,12.87,30.04669261,10.25,19.99,32.94,48,34.2,115.14,1,TRUE
203,3.38,5.63E-02,0.95,16.86390533,1.35,1.48,5.53,0,6,11.53,1,FALSE
1526,25.43,0.423833333,4.67,11.01848211,10.15,7.25,20.1,33,13.88,66.98,1,FALSE
547,9.12,0.152,5.21,34.27631579,3.64,8.09,14.43,0,9.75,24.18,1,FALSE
248,4.13,0.068833333,1.45,21.0653753,1.65,2.25,6.6,0,6,12.6,1,FALSE
325,5.42,9.03E-02,1.19,13.17343173,2.16,1.85,6.71,0,13.5,20.21,1,FALSE
679,11.32,0.188666667,3.85,20.40636042,4.51,5.98,13.19,10,26.83,50.02,1,TRUE
648,10.8,0.18,4.96,27.55555556,4.31,7.71,14.72,8,13,35.72,1,FALSE
780,13,0.216666667,3.15,14.53846154,5.19,4.89,12.78,0,6,18.78,1,FALSE
772,12.87,0.2145,3.62,16.87645688,5.13,5.62,13.45,22,30.2,65.65,1,TRUE
216,3.6,6.00E-02,1.46,24.33333333,1.44,2.27,6.41,0,13.5,19.91,1,FALSE
276,4.6,7.67E-02,1.61,21,1.84,2.5,7.04,0,6,13.04,1,FALSE
308,5.13,8.55E-02,1.85,21.6374269,2.05,2.87,7.62,11,9.7,28.32,1,FALSE
19,0.32,5.33E-03,5.00E-02,9.375,0.13,8.00E-02,2.91,0,6,8.91,1,FALSE
187,3.12,5.20E-02,0.89,17.11538462,1.24,1.38,5.32,0,6,11.32,1,FALSE
582,9.7,0.161666667,6.71,41.50515464,3.87,10.42,16.99,22,13.7,52.69,1,FALSE
1812,30.2,0.503333333,14.52,28.84768212,12.05,22.56,37.31,50,30.7,118.01,1,TRUE
510,8.5,0.141666667,2.74,19.34117647,3.39,4.26,10.35,14,9.7,34.05,1,FALSE
945,15.75,0.2625,4.91,18.7047619,6.28,7.63,16.61,30,13.5,60.11,5,FALSE
408,6.8,0.113333333,2.37,20.91176471,2.71,3.68,9.09,0,9.75,18.84,1,FALSE
510,8.5,0.141666667,3.27,23.08235294,3.39,5.08,11.17,8,5.5,24.67,1,FALSE
1399,23.32,0.388666667,15.9,40.90909091,9.3,24.7,36.7,38,9.25,83.95,2,FALSE
1871,31.18,0.519666667,26.62,51.22514432,12.44,41.35,56.49,89,55.15,200.64,1,FALSE
493,8.22,0.137,2.41,17.59124088,3.28,3.74,9.72,16,27.13,52.85,1,TRUE
521,8.68,0.144666667,2.67,18.4562212,3.46,4.15,10.31,8,6.1,24.41,1,FALSE
1001,16.68,0.278,6.07,21.83453237,6.66,9.43,18.79,27,26.7,72.49,1,TRUE
803,13.38,0.223,3.43,15.38116592,5.34,5.33,13.37,23,34.45,70.82,1,TRUE
820,13.67,0.227833333,2.91,12.77249451,5.45,4.52,12.67,0,13.5,26.17,1,FALSE
660,11,0.183333333,4.67,25.47272727,4.39,7.25,14.34,0,9.75,24.09,1,FALSE
867,14.45,0.240833333,3.04,12.62283737,5.76,4.72,13.18,11,26.88,51.06,1,TRUE
133,2.22,3.70E-02,1.09,29.45945946,0.88,1.69,5.27,8,5.95,19.22,1,FALSE
511,8.52,0.142,2.27,15.98591549,3.4,3.53,9.63,13,6.2,28.83,1,FALSE
865,14.42,0.240333333,5.01,20.84604716,5.75,7.78,16.23,0,30.38,46.61,5,TRUE
913,15.22,0.253666667,2.85,11.23521682,6.07,4.43,13.2,0,6,19.2,1,FALSE
540,9,0.15,1.13,7.533333333,3.59,1.76,8.05,0,9.75,17.8,1,FALSE
1562,26.03,0.433833333,8.96,20.65309259,10.39,13.92,27.01,56,27.02,110.03,1,TRUE
1873,31.22,0.520333333,7.58,14.56758488,12.45,11.78,26.93,0,13.5,40.43,2,FALSE
710,11.83,0.197166667,4.02,20.38884193,4.72,6.24,13.66,15,6,34.66,1,FALSE
1005,16.75,0.279166667,2.98,10.67462687,6.68,4.63,14.01,0,6,20.01,1,FALSE
680,11.33,0.188833333,1.85,9.796999117,4.52,2.87,10.09,0,6,16.09,1,FALSE
765,12.75,0.2125,5.97,28.09411765,5.09,9.27,17.06,28,9.5,54.56,1,FALSE
323,5.38,8.97E-02,2.86,31.89591078,2.15,4.44,9.29,9,6,24.29,2,FALSE
1122,18.7,0.311666667,6.71,21.52941176,7.46,10.42,20.58,75,26.63,122.21,1,TRUE
622,10.37,0.172833333,3.06,17.70491803,4.14,4.75,11.59,0,9.75,21.34,2,FALSE
739,12.32,0.205333333,2.59,12.61363636,4.91,4.02,11.63,0,9.75,21.38,1,FALSE
580,9.67,0.161166667,2.04,12.65770424,3.86,3.17,9.73,0,6,15.73,1,FALSE
2060,34.33,0.572166667,9.53,16.65598602,13.7,14.8,31.2,8,33.63,72.83,1,TRUE
755,12.58,0.209666667,6.45,30.76311606,5.02,10.02,17.74,36,5.55,59.29,1,FALSE
567,9.45,0.1575,2.7,17.14285714,3.77,4.19,10.66,14,5.95,30.61,1,FALSE
664,11.07,0.1845,4.47,24.22764228,4.41,6.94,14.05,31,75.65,120.7,1,TRUE
373,6.22,0.103666667,1.69,16.3022508,2.48,2.63,7.81,18,9.3,35.11,1,FALSE
146,2.43,4.05E-02,0.92,22.71604938,0.97,1.43,5.1,0,6,11.1,1,FALSE
533,8.88,0.148,3.28,22.16216216,3.54,5.1,11.34,9,2.63,22.97,1,FALSE
3213,53.55,0.8925,15.14,16.96358543,21.36,23.52,47.58,0,6,53.58,1,FALSE
234,3.9,6.50E-02,1.42,21.84615385,1.56,2.21,6.47,19,26.83,52.3,1,TRUE
1342,22.37,0.372833333,15.26,40.92981672,8.92,23.71,35.33,0,9.75,45.08,2,FALSE
923,15.38,0.256333333,6.95,27.11313394,6.14,10.8,19.64,0,13.5,33.14,1,FALSE
584,9.73,0.162166667,2.04,12.57965057,3.88,3.17,9.75,0,6,15.75,1,FALSE
195,3.25,5.42E-02,1.64,30.27692308,1.3,2.55,6.55,0,30.38,36.93,1,TRUE
614,10.23,0.1705,6.98,40.93841642,4.08,10.84,17.62,0,6,23.62,1,FALSE
842,14.03,0.233833333,4.76,20.35637919,5.6,7.39,15.69,0,6,21.69,1,FALSE
720,12,0.2,3.25,16.25,4.79,5.05,12.54,17,9.7,39.24,3,FALSE
361,6.02,0.100333333,1.66,16.5448505,2.4,2.58,7.68,11,9.7,28.38,1,FALSE
726,12.1,0.201666667,5.31,26.33057851,4.83,8.25,15.78,0,26.63,42.41,1,TRUE
1692,28.2,0.47,3.7,7.872340426,11.25,5.75,19.7,0,6,25.7,1,FALSE
1376,22.93,0.382166667,10.64,27.841256,9.15,16.53,28.38,38,2.2,68.58,1,FALSE
663,11.05,0.184166667,2.35,12.760181,4.41,3.65,10.76,15,5.7,31.46,5,FALSE
534,8.9,0.148333333,8.8,59.3258427,3.55,13.67,19.92,0,55.13,75.05,3,FALSE
913,15.22,0.253666667,3.99,15.72930355,6.07,6.2,14.97,12,26.33,53.3,1,TRUE
1638,27.3,0.455,11.59,25.47252747,10.89,18,31.59,30,26.63,88.22,1,TRUE
1140,19,0.316666667,4.78,15.09473684,7.58,7.43,17.71,8,13,38.71,1,FALSE
210,3.5,5.83E-02,1.37,23.48571429,1.4,2.13,6.23,9,10.2,25.43,1,FALSE
1482,24.7,0.411666667,7.87,19.11740891,9.85,12.23,24.78,0,9.75,34.53,2,FALSE
1006,16.77,0.2795,9.22,32.98747764,6.69,14.32,23.71,22,30.88,76.59,1,TRUE
1349,22.48,0.374666667,6.07,16.20106762,8.97,9.43,21.1,0,34.13,55.23,1,TRUE
1208,20.13,0.3355,5.91,17.61549925,8.03,9.18,19.91,8,26.13,54.04,1,TRUE
517,8.62,0.143666667,1.4,9.744779582,3.44,2.17,8.31,12,5.7,26.01,1,FALSE
1349,22.48,0.374666667,4.46,11.90391459,8.97,6.93,18.6,0,6,24.6,1,FALSE
972,16.2,0.27,6.36,23.55555556,6.46,9.88,19.04,0,9.75,28.79,1,FALSE
331,5.52,9.20E-02,1.35,14.67391304,2.2,2.1,7,0,6,13,1,FALSE
350,5.83,9.72E-02,1.35,13.89365352,2.33,2.1,7.13,0,13.5,20.63,1,FALSE
870,14.5,0.241666667,2.9,12,5.78,4.5,12.98,0,6,18.98,1,FALSE
342,5.7,9.50E-02,2.04,21.47368421,2.27,3.17,8.14,8,33.63,49.77,2,TRUE
477,7.95,0.1325,1.64,12.37735849,3.17,2.55,8.42,13,13.7,35.12,2,FALSE
526,8.77,0.146166667,1.92,13.13568985,3.5,2.98,9.18,13,6.2,28.38,1,FALSE
493,8.22,0.137,3.03,22.11678832,3.28,4.71,10.69,17,26.95,54.64,1,TRUE
499,8.32,0.138666667,3.28,23.65384615,3.32,5.1,11.12,0,6,17.12,1,FALSE
662,11.03,0.183833333,3.73,20.29011786,4.4,5.79,12.89,0,9.75,22.64,1,FALSE
631,10.52,0.175333333,2.41,13.74524715,4.2,3.74,10.64,0,6,16.64,1,FALSE
786,13.1,0.218333333,3.64,16.67175573,5.23,5.65,13.58,8,5.5,27.08,1,FALSE
3071,51.18,0.853,30.26,35.47479484,20.42,47.01,70.13,89,55,214.13,1,FALSE
496,8.27,0.137833333,1.61,11.68077388,3.3,2.5,8.5,0,6,14.5,1,FALSE
388,6.47,0.107833333,2.57,23.83307573,2.58,3.99,9.27,13,9.88,32.15,1,FALSE
958,15.97,0.266166667,10.94,41.10206637,6.37,16.99,26.06,44,55,125.06,1,FALSE
1227,20.45,0.340833333,5.29,15.5207824,8.16,8.22,19.08,15,13.5,47.58,1,FALSE
498,8.3,0.138333333,1.22,8.819277108,3.31,1.9,7.91,11,13.75,32.66,1,FALSE
551,9.18,0.153,2.53,16.53594771,3.66,3.93,10.29,13,6.2,29.49,1,FALSE
3,5.00E-02,8.33E-04,0.02,24,0.02,3.00E-02,2.75,0,6,8.75,1,FALSE
430,7.17,0.1195,2.77,23.17991632,2.86,4.3,9.86,0,6,15.86,1,FALSE
415,6.92,0.115333333,1.58,13.69942197,2.76,2.45,7.91,12,13.95,33.86,1,FALSE
349,5.82,9.70E-02,1.45,14.94845361,2.32,2.25,7.27,0,6,13.27,2,FALSE
616,10.27,0.171166667,1.54,8.99707887,4.1,2.39,9.19,0,6,15.19,1,FALSE
330,5.5,0.091666667,1.61,17.56363636,2.19,2.5,7.39,11,13.38,31.77,1,FALSE
529,8.82,0.147,1.88,12.78911565,3.52,2.92,9.14,13,9.95,32.09,1,FALSE
1833,30.55,0.509166667,6.63,13.0212766,12.19,10.3,25.19,0,6,31.19,2,FALSE
1011,16.85,0.280833333,6.31,22.46884273,6.72,9.8,19.22,0,9.75,28.97,1,FALSE
213,3.55,5.92E-02,1.35,22.81690141,1.42,2.1,6.22,0,6,12.22,1,FALSE
622,10.37,0.172833333,4.35,25.16875603,4.14,6.76,13.6,0,9.75,23.35,1,FALSE
633,10.55,0.175833333,3.72,21.1563981,4.21,5.78,12.69,9,6,27.69,1,FALSE
266,4.43,7.38E-02,1.32,17.87810384,1.77,2.05,6.52,22,6.5,35.02,1,FALSE
1019,16.98,0.283,16.79,59.32862191,6.78,26.08,35.56,0,9.75,45.31,2,FALSE
2052,34.2,0.57,6.29,11.03508772,13.64,9.77,26.11,0,13.5,39.61,2,FALSE
849,14.15,0.235833333,3.81,16.15547703,5.64,5.92,14.26,18,10.2,42.46,1,FALSE
237,3.95,6.58E-02,1.34,20.35443038,1.58,2.08,6.36,0,9.75,16.11,1,FALSE
365,6.08,0.101333333,2.32,22.89473684,2.43,3.6,8.73,16,9.35,34.08,1,FALSE
891,14.85,0.2475,4.2,16.96969697,5.92,6.52,15.14,21,13.2,49.34,2,FALSE
887,14.78,0.246333333,3.15,12.78755074,5.9,4.89,13.49,19,13.7,46.19,1,FALSE
543,9.05,0.150833333,2.22,14.71823204,3.61,3.45,9.76,13,6.2,28.96,1,FALSE
519,8.65,0.144166667,2.96,20.53179191,3.45,4.6,10.75,0,9.75,20.5,1,FALSE
997,16.62,0.277,4.99,18.01444043,6.63,7.75,17.08,27,34.13,78.21,1,TRUE
929,15.48,0.258,2.41,9.341085271,6.18,3.74,12.62,0,6,18.62,1,FALSE
375,6.25,0.104166667,2.14,20.544,2.49,3.32,8.51,12,13.95,34.46,2,FALSE
657,10.95,0.1825,2.43,13.31506849,4.37,3.77,10.84,0,6,16.84,2,FALSE
515,8.58,0.143,1.75,12.23776224,3.42,2.72,8.84,0,6,14.84,1,FALSE
2568,42.8,0.713333333,7.93,11.11682243,17.07,12.32,32.09,44,26.95,103.04,1,TRUE
793,13.22,0.220333333,2.14,9.712556732,5.27,3.32,11.29,20,26.95,58.24,1,TRUE
398,6.63,0.1105,1.8,16.28959276,2.65,2.8,8.15,0,6,14.15,1,FALSE
2990,49.83,0.8305,14.84,17.86875376,19.88,23.05,45.63,108,75.97,229.6,5,TRUE
352,5.87,9.78E-02,2.25,22.99829642,2.34,3.5,8.54,18,13.88,40.42,1,FALSE
682,11.37,0.1895,2.69,14.19525066,4.53,4.18,11.41,0,6,17.41,1,FALSE
463,7.72,0.128666667,1.74,13.52331606,3.08,2.7,8.48,12,5.7,26.18,1,FALSE
90,1.5,2.50E-02,0.42,16.8,0.6,0.65,3.95,0,6,9.95,1,FALSE
681,11.35,0.189166667,2.74,14.4845815,4.53,4.26,11.49,22,5.75,39.24,1,FALSE
711,11.85,0.1975,3.14,15.89873418,4.73,4.88,12.31,16,9.95,38.26,1,FALSE
372,6.2,0.103333333,1.29,12.48387097,2.47,2,7.17,22,10.25,39.42,3,FALSE
763,12.72,0.212,8.09,38.16037736,5.07,12.57,20.34,30,26.7,77.04,1,TRUE
486,8.1,0.135,2.91,21.55555556,3.23,4.52,10.45,0,9.75,20.2,1,FALSE
2039,33.98,0.566333333,9.82,17.33961154,13.56,15.25,31.51,0,26.63,58.14,1,TRUE
327,5.45,9.08E-02,1.87,20.58715596,2.17,2.9,7.77,16,10.18,33.95,2,FALSE
723,12.05,0.200833333,2.32,11.55186722,4.81,3.6,11.11,15,5.7,31.81,1,FALSE
570,9.5,0.158333333,3.2,20.21052632,3.79,4.97,11.46,15,9.45,35.91,1,FALSE
532,8.87,0.147833333,2.4,16.23449831,3.54,3.73,9.97,0,9.75,19.72,1,FALSE
498,8.3,0.138333333,2,14.45783133,3.31,3.11,9.12,0,6,15.12,1,FALSE
866,14.43,0.2405,2.69,11.18503119,5.76,4.18,12.64,17,5.95,35.59,1,FALSE
1983,33.05,0.550833333,21.15,38.39636914,13.18,32.86,48.74,8,29.88,86.62,1,TRUE
1411,23.52,0.392,3.77,9.617346939,9.38,5.86,17.94,37,33.8,88.74,1,TRUE
360,6,0.1,1.43,14.3,2.39,2.22,7.31,0,6,13.31,1,FALSE
253,4.22,7.03E-02,0.92,13.08056872,1.68,1.43,5.81,9,5.7,20.51,1,FALSE
